Watch_ID,Brand,Model,Collection,Movement_Type,Case_Material,Dial_Color,Strap_Material,Water_Resistance_m,Release_Year,Price_USD,Units_Sold,Customer_Rating,Country,Warranty_Years
W08470,Patek Philippe,Big Bang,Heritage,Quartz,Gold,Green,Gold,50,2002,46013,4998,4.2,Japan,7
W08471,Cartier,Luminor,Sport,Automatic,Gold,White,Gold,50,2016,112013,1709,4.5,Germany,2
W08472,Rolex,Speedmaster,Diver,Automatic,Gold,White,NATO,100,2008,129697,1872,4.0,USA,2
W08473,Omega,Luminor,Diver,Quartz,Stainless Steel,White,Leather,500,2008,125839,138,3.6,Italy,2
W08474,Breitling,Carrera,Classic,Quartz,Ceramic,Blue,Gold,300,2014,119567,3512,4.4,Germany,10
W08475,Rolex,Santos,Heritage,Automatic,Stainless Steel,Blue,Rubber,200,2017,82328,4170,4.6,Japan,5
W08476,Breitling,Portugieser,Tourbillon,Automatic,Gold,White,Gold,300,2002,47322,2193,3.6,Germany,7
W08477,Audemars Piguet,Navitimer,Classic,Quartz,Stainless Steel,Gray,NATO,100,2007,138500,2219,3.9,Italy,7
W08478,Panerai,Santos,Heritage,Quartz,Stainless Steel,Green,Gold,300,2002,78090,2795,3.7,Italy,5
W08479,Cartier,Carrera,Tourbillon,Automatic,Titanium,Silver,NATO,500,2018,33468,1646,3.3,Switzerland,2
W08480,Hublot,Santos,Sport,Manual,Platinum,Silver,Leather,200,2021,116480,1401,4.5,Germany,7
W08481,IWC Schaffhausen,Royal Oak,Professional,Quartz,Ceramic,Silver,Gold,100,2012,37096,183,4.0,Switzerland,10
W08482,Cartier,Submariner,Classic,Automatic,Titanium,Black,NATO,150,2021,145511,3240,3.3,USA,2
W08483,IWC Schaffhausen,Portugieser,Heritage,Automatic,Platinum,Green,Rubber,100,2015,85325,1608,3.7,Japan,3
W08484,Audemars Piguet,Carrera,Tourbillon,Manual,Gold,Blue,Rubber,500,2006,19653,3200,4.5,USA,7
W08485,Cartier,Big Bang,Tourbillon,Quartz,Titanium,Silver,Stainless Steel,200,2019,133348,2055,3.8,Italy,10
W08486,Hublot,Navitimer,Diver,Automatic,Platinum,Blue,Gold,50,2004,45701,725,3.1,Italy,10
W08487,IWC Schaffhausen,Big Bang,Diver,Manual,Titanium,Blue,Leather,300,2018,78424,1012,3.2,Italy,10
W08488,Patek Philippe,Submariner,Heritage,Quartz,Stainless Steel,Blue,Stainless Steel,500,2001,133753,442,5.0,Italy,3
W08489,Omega,Portugieser,Elegance,Manual,Stainless Steel,Gray,Gold,50,2002,22277,502,3.9,Germany,5
W08490,Cartier,Submariner,Sport,Automatic,Titanium,Blue,Rubber,150,2002,37082,61,4.3,Germany,3
W08491,Audemars Piguet,Nautilus,GMT,Manual,Titanium,White,Leather,50,2001,29402,4210,4.2,Italy,10
W08492,Rolex,Big Bang,GMT,Automatic,Ceramic,Blue,Rubber,300,2015,121721,3858,3.3,USA,2
W08493,Hublot,Submariner,Tourbillon,Automatic,Gold,Black,Gold,50,2016,92714,582,3.8,Japan,10
W08494,IWC Schaffhausen,Submariner,Tourbillon,Manual,Stainless Steel,Blue,Leather,100,2015,104597,1775,4.4,Japan,3
W08495,IWC Schaffhausen,Santos,Professional,Manual,Titanium,Silver,Leather,200,2015,72136,2700,3.8,USA,3
W08496,Omega,Carrera,Chronograph,Automatic,Platinum,Blue,Stainless Steel,500,2018,35064,4659,4.2,USA,3
W08497,IWC Schaffhausen,Santos,Tourbillon,Manual,Gold,Silver,Leather,500,2016,43960,3513,3.7,USA,3
W08498,Breitling,Nautilus,Elegance,Quartz,Platinum,Blue,Gold,50,2023,92891,3042,3.5,Japan,10
W08499,Tag Heuer,Luminor,Sport,Quartz,Gold,Green,NATO,200,2004,77213,2106,3.0,Japan,3
W08500,Breitling,Luminor,GMT,Manual,Platinum,White,NATO,200,2011,83754,4055,3.8,Italy,3
W08501,IWC Schaffhausen,Santos,Sport,Manual,Stainless Steel,Silver,Leather,500,2021,81522,2868,3.8,Italy,10
W08502,Hublot,Speedmaster,Classic,Quartz,Titanium,Black,NATO,200,2011,19756,4999,3.9,USA,7
W08503,Cartier,Big Bang,Tourbillon,Automatic,Titanium,Blue,Gold,100,2006,131393,1909,3.0,Germany,10
W08504,Audemars Piguet,Santos,Elegance,Automatic,Ceramic,Silver,Stainless Steel,200,2006,100272,2558,4.0,Germany,2
W08505,Rolex,Royal Oak,Heritage,Quartz,Titanium,Gray,Rubber,500,2003,102186,4873,3.2,Switzerland,5
W08506,Cartier,Royal Oak,Diver,Automatic,Stainless Steel,White,Rubber,50,2005,129119,1203,4.0,Japan,7
W08507,Patek Philippe,Navitimer,Tourbillon,Manual,Gold,Gray,Gold,500,2015,91259,1728,3.7,Germany,2
W08508,Cartier,Nautilus,Tourbillon,Manual,Gold,Blue,Stainless Steel,200,2007,69613,1801,3.1,Switzerland,10
W08509,Cartier,Nautilus,Elegance,Quartz,Titanium,White,Gold,100,2005,53910,2507,3.3,Japan,7
W08510,Audemars Piguet,Santos,Chronograph,Quartz,Platinum,Black,Leather,500,2022,64461,3737,3.5,USA,2
W08511,Omega,Portugieser,Sport,Quartz,Titanium,Silver,Stainless Steel,200,2018,71087,4838,3.5,USA,10
W08512,IWC Schaffhausen,Submariner,Elegance,Quartz,Gold,Black,NATO,50,2024,20368,3104,4.2,Italy,2
W08513,Omega,Carrera,Aviator,Automatic,Ceramic,White,Leather,100,2009,42008,2614,3.1,Switzerland,3
W08514,Patek Philippe,Submariner,Aviator,Automatic,Gold,Green,NATO,150,2015,55838,4319,3.9,Switzerland,3
W08515,Panerai,Submariner,Aviator,Automatic,Platinum,Green,Leather,150,2001,33751,3160,4.6,Switzerland,5
W08516,Rolex,Nautilus,Chronograph,Manual,Platinum,Gray,Leather,50,2013,110272,4945,3.6,Switzerland,2
W08517,Breitling,Nautilus,Elegance,Manual,Ceramic,Silver,Leather,300,2010,7645,2041,4.2,Italy,10
W08518,Rolex,Royal Oak,Professional,Quartz,Platinum,Blue,Leather,200,2023,74804,3650,4.8,Italy,2
W08519,IWC Schaffhausen,Nautilus,Tourbillon,Quartz,Titanium,Gray,Stainless Steel,500,2023,66628,1201,4.6,USA,2
W08520,Rolex,Santos,Tourbillon,Automatic,Titanium,Black,Stainless Steel,300,2001,40595,2584,4.7,USA,3
W08521,Tag Heuer,Royal Oak,Aviator,Automatic,Gold,Green,Leather,100,2024,127885,4899,3.9,Germany,10
W08522,Breitling,Big Bang,Diver,Automatic,Stainless Steel,Green,Gold,200,2002,74507,1245,3.2,Switzerland,10
W08523,Patek Philippe,Submariner,Elegance,Quartz,Titanium,Blue,Leather,500,2021,42477,4480,4.0,Switzerland,10
W08524,IWC Schaffhausen,Big Bang,Elegance,Automatic,Titanium,Black,Leather,500,2010,135512,2398,3.1,Switzerland,2
W08525,Hublot,Submariner,Heritage,Quartz,Ceramic,White,Gold,500,2003,117375,4749,4.0,Italy,5
W08526,Patek Philippe,Submariner,GMT,Quartz,Titanium,Gray,Gold,300,2013,147537,4321,4.0,Switzerland,7
W08527,Tag Heuer,Navitimer,Professional,Manual,Gold,Green,Leather,50,2004,123503,2775,4.6,Switzerland,7
W08528,Breitling,Submariner,Diver,Manual,Ceramic,Silver,Rubber,100,2002,142378,1977,4.1,USA,7
W08529,Audemars Piguet,Portugieser,Chronograph,Quartz,Titanium,Silver,Rubber,200,2007,7330,558,3.2,Germany,3
W08530,Tag Heuer,Big Bang,Classic,Automatic,Gold,White,Gold,150,2009,111634,740,3.9,Italy,7
W08531,Patek Philippe,Submariner,Chronograph,Quartz,Ceramic,Blue,Leather,500,2011,127042,1949,4.5,Italy,7
W08532,IWC Schaffhausen,Speedmaster,Chronograph,Quartz,Stainless Steel,Blue,NATO,500,2007,54704,3677,3.2,Japan,2
W08533,Panerai,Speedmaster,GMT,Quartz,Gold,Gray,NATO,200,2022,38342,1630,4.0,Switzerland,10
W08534,IWC Schaffhausen,Speedmaster,Chronograph,Quartz,Titanium,Green,Leather,500,2006,88372,456,4.0,Switzerland,10
W08535,Breitling,Santos,GMT,Manual,Ceramic,Gray,Leather,100,2001,123039,607,4.9,Switzerland,2
W08536,Panerai,Royal Oak,Heritage,Manual,Stainless Steel,Green,Leather,150,2011,83540,820,4.6,Germany,5
W08537,Omega,Big Bang,GMT,Quartz,Gold,Green,NATO,50,2021,144711,3855,3.5,Switzerland,2
W08538,Breitling,Submariner,Chronograph,Manual,Stainless Steel,White,NATO,200,2019,41174,2545,4.6,Italy,5
W08539,Breitling,Luminor,Sport,Manual,Gold,White,Gold,300,2010,139438,2442,3.9,USA,10
W08540,Tag Heuer,Royal Oak,Heritage,Automatic,Titanium,Green,Stainless Steel,300,2008,147457,4093,4.0,USA,3
W08541,IWC Schaffhausen,Luminor,Tourbillon,Manual,Gold,Blue,Gold,50,2004,33476,483,3.7,Japan,2
W08542,Patek Philippe,Carrera,Chronograph,Manual,Titanium,Black,Gold,100,2005,131975,1221,3.2,Germany,3
W08543,Audemars Piguet,Portugieser,GMT,Quartz,Gold,Green,Rubber,50,2006,117116,3271,5.0,Germany,2
W08544,Rolex,Carrera,Classic,Manual,Ceramic,Blue,Gold,100,2013,145994,3502,3.2,Switzerland,7
W08545,Cartier,Nautilus,Chronograph,Manual,Gold,Blue,Gold,150,2017,80611,3153,3.2,Japan,10
W08546,Audemars Piguet,Royal Oak,Heritage,Manual,Gold,Silver,Gold,100,2014,102231,4518,3.2,USA,5
W08547,Rolex,Luminor,GMT,Quartz,Platinum,Gray,Gold,150,2000,47792,2852,3.6,Switzerland,10
W08548,Omega,Navitimer,Diver,Quartz,Platinum,Black,Stainless Steel,200,2015,28086,1099,4.1,Germany,10
W08549,Patek Philippe,Submariner,Elegance,Manual,Gold,Green,Rubber,200,2014,111617,349,4.5,Switzerland,7
W08550,IWC Schaffhausen,Santos,Chronograph,Quartz,Platinum,Black,NATO,50,2021,34334,313,4.5,USA,2
W08551,Hublot,Big Bang,Tourbillon,Quartz,Titanium,Green,Leather,50,2008,102567,3900,4.0,Japan,2
W08552,Breitling,Submariner,Aviator,Automatic,Platinum,Gray,NATO,200,2006,116689,2841,4.7,Italy,5
W08553,Audemars Piguet,Big Bang,Diver,Manual,Gold,Black,Rubber,300,2011,136063,577,3.0,Switzerland,7
W08554,Rolex,Navitimer,Diver,Automatic,Stainless Steel,Black,Gold,150,2008,115264,922,3.1,Germany,3
W08555,Hublot,Submariner,Professional,Manual,Stainless Steel,Blue,NATO,500,2011,135725,4085,4.3,Japan,5
W08556,Audemars Piguet,Portugieser,Elegance,Manual,Gold,Black,Gold,200,2010,88020,2875,3.9,Switzerland,3
W08557,Patek Philippe,Nautilus,Chronograph,Automatic,Gold,Black,Stainless Steel,500,2002,24214,3372,4.0,Germany,3
W08558,IWC Schaffhausen,Speedmaster,Diver,Automatic,Stainless Steel,Gray,Stainless Steel,500,2012,27657,3692,3.4,Germany,7
W08559,Panerai,Navitimer,Professional,Manual,Ceramic,Green,Rubber,300,2004,11568,2662,4.7,Japan,2
W08560,Audemars Piguet,Nautilus,Elegance,Automatic,Platinum,Blue,NATO,500,2021,134631,2650,4.0,Germany,10
W08561,Audemars Piguet,Submariner,Elegance,Automatic,Ceramic,Black,Stainless Steel,100,2021,111973,2614,3.4,Germany,3
W08562,IWC Schaffhausen,Luminor,Heritage,Quartz,Titanium,Blue,Rubber,200,2020,85469,4148,3.3,USA,10
W08563,Omega,Nautilus,Chronograph,Manual,Stainless Steel,Blue,Rubber,300,2017,42812,2970,5.0,Italy,2
W08564,Tag Heuer,Santos,Tourbillon,Quartz,Stainless Steel,White,Rubber,200,2010,50712,1357,4.5,Japan,10
W08565,Audemars Piguet,Nautilus,Diver,Manual,Ceramic,Green,NATO,500,2002,38511,4311,4.1,USA,3
W08566,IWC Schaffhausen,Carrera,Diver,Quartz,Titanium,White,NATO,100,2021,94574,4723,4.1,Italy,7
W08567,Tag Heuer,Portugieser,Classic,Manual,Ceramic,Blue,Rubber,100,2008,5829,4932,3.2,Switzerland,7
W08568,IWC Schaffhausen,Navitimer,GMT,Quartz,Titanium,Gray,Leather,150,2007,50875,2755,4.4,USA,5
W08569,IWC Schaffhausen,Speedmaster,Classic,Manual,Gold,Gray,NATO,100,2023,37217,111,4.8,Italy,3
W08570,Omega,Submariner,Diver,Quartz,Gold,Black,NATO,100,2007,127974,2135,4.8,Germany,5
W08571,IWC Schaffhausen,Navitimer,Chronograph,Automatic,Stainless Steel,Green,Leather,150,2012,27192,4617,4.6,Japan,10
W08572,Patek Philippe,Royal Oak,Classic,Manual,Gold,Silver,NATO,200,2010,102982,4873,4.3,USA,5
W08573,Audemars Piguet,Navitimer,Tourbillon,Automatic,Ceramic,Green,NATO,200,2005,115602,2536,3.5,Switzerland,2
W08574,Rolex,Santos,Tourbillon,Quartz,Titanium,White,Stainless Steel,150,2012,16002,1452,3.7,USA,2
W08575,Rolex,Navitimer,Sport,Manual,Stainless Steel,Green,Leather,200,2010,60887,3251,4.7,Germany,7
W08576,Rolex,Royal Oak,Sport,Quartz,Gold,Black,Stainless Steel,200,2013,143629,2708,4.4,Japan,5
W08577,IWC Schaffhausen,Nautilus,Sport,Quartz,Stainless Steel,Green,Leather,500,2013,5865,184,5.0,USA,3
W08578,Hublot,Carrera,Elegance,Automatic,Stainless Steel,Silver,Leather,300,2018,144644,84,3.2,USA,7
W08579,Tag Heuer,Nautilus,Chronograph,Manual,Titanium,Gray,Leather,150,2004,8880,3036,3.7,Germany,10
W08580,Tag Heuer,Nautilus,Classic,Quartz,Ceramic,White,NATO,150,2014,139815,705,4.8,Japan,10
W08581,IWC Schaffhausen,Royal Oak,Elegance,Automatic,Ceramic,White,Rubber,500,2012,35538,1993,3.1,Germany,7
W08582,Patek Philippe,Big Bang,Classic,Automatic,Platinum,Blue,Gold,50,2023,108671,447,3.7,Germany,2
W08583,Patek Philippe,Speedmaster,Chronograph,Automatic,Ceramic,White,Rubber,300,2015,98060,1509,4.9,Italy,2
W08584,Breitling,Royal Oak,Professional,Automatic,Gold,Silver,NATO,200,2018,27939,1160,4.1,Italy,10
W08585,IWC Schaffhausen,Nautilus,Aviator,Quartz,Platinum,Silver,NATO,50,2016,26105,3734,3.6,Italy,2
W08586,Cartier,Navitimer,Heritage,Quartz,Platinum,Gray,Gold,300,2015,46210,1489,4.9,Italy,10
W08587,Omega,Speedmaster,Sport,Quartz,Platinum,White,NATO,200,2013,7970,4871,3.7,USA,2
W08588,Rolex,Submariner,Chronograph,Manual,Platinum,Gray,Leather,300,2016,110309,2115,3.3,USA,10
W08589,Omega,Luminor,Heritage,Manual,Ceramic,Green,Stainless Steel,100,2006,107959,3547,4.2,Germany,10
W08590,Rolex,Submariner,Aviator,Automatic,Platinum,Silver,Stainless Steel,200,2005,6490,4232,4.4,Japan,10
W08591,Panerai,Santos,Professional,Quartz,Gold,White,Leather,300,2004,11605,4364,3.2,Italy,2
W08592,Panerai,Nautilus,Tourbillon,Automatic,Gold,White,Rubber,300,2023,29633,3091,4.2,Germany,3
W08593,IWC Schaffhausen,Navitimer,Diver,Quartz,Stainless Steel,Green,Stainless Steel,50,2023,143550,3770,3.7,Japan,10
W08594,Panerai,Big Bang,Heritage,Manual,Gold,Gray,Leather,300,2000,89268,3266,3.2,Germany,2
W08595,Hublot,Carrera,Aviator,Automatic,Stainless Steel,White,Rubber,100,2015,93345,447,4.3,Italy,3
W08596,Breitling,Carrera,Elegance,Quartz,Gold,Black,Stainless Steel,100,2022,73346,4867,3.5,Italy,10
W08597,Patek Philippe,Speedmaster,Chronograph,Quartz,Platinum,Blue,Leather,300,2013,53445,420,3.3,USA,3
W08598,Hublot,Big Bang,Chronograph,Quartz,Titanium,Silver,Stainless Steel,200,2001,94283,3578,3.2,Switzerland,5
W08599,Omega,Luminor,Tourbillon,Automatic,Platinum,Green,Stainless Steel,50,2003,103498,4816,3.8,Switzerland,10
W08600,Omega,Submariner,Diver,Manual,Ceramic,Green,Stainless Steel,200,2000,48984,532,4.2,Italy,10
W08601,Panerai,Luminor,Sport,Quartz,Stainless Steel,Blue,Gold,300,2001,124339,752,5.0,Germany,2
W08602,Patek Philippe,Portugieser,Classic,Automatic,Titanium,Black,Rubber,100,2008,8403,1585,3.7,USA,5
W08603,Breitling,Submariner,Heritage,Quartz,Gold,Blue,Stainless Steel,150,2000,137824,834,4.2,Japan,2
W08604,Rolex,Submariner,Elegance,Automatic,Platinum,White,Leather,50,2022,49308,4405,3.2,Germany,7
W08605,Hublot,Submariner,Chronograph,Manual,Stainless Steel,Gray,Gold,200,2019,144731,4058,4.9,Germany,5
W08606,Breitling,Navitimer,GMT,Quartz,Stainless Steel,Green,NATO,100,2022,58940,2865,4.5,Switzerland,10
W08607,Audemars Piguet,Royal Oak,Classic,Automatic,Gold,Gray,NATO,200,2015,124550,1133,4.4,USA,10
W08608,Tag Heuer,Navitimer,Elegance,Quartz,Stainless Steel,Gray,Rubber,300,2013,147962,2092,4.1,Italy,10
W08609,Panerai,Carrera,Tourbillon,Automatic,Gold,Gray,Leather,500,2022,58240,2351,4.1,Italy,5
W08610,Rolex,Navitimer,Classic,Manual,Gold,Gray,Gold,200,2012,10725,895,3.9,Italy,10
W08611,Audemars Piguet,Luminor,Chronograph,Manual,Platinum,White,Leather,50,2018,24155,1629,3.1,Germany,7
W08612,Rolex,Navitimer,Heritage,Automatic,Stainless Steel,Green,Gold,150,2014,107655,4876,3.1,Japan,3
W08613,Rolex,Royal Oak,Chronograph,Manual,Ceramic,Gray,Gold,150,2017,13148,72,3.4,Germany,5
W08614,Panerai,Speedmaster,Sport,Quartz,Ceramic,Green,NATO,300,2002,14007,507,3.4,Italy,3
W08615,Rolex,Big Bang,Sport,Manual,Platinum,Gray,Rubber,50,2014,104840,4334,3.1,Japan,2
W08616,Breitling,Speedmaster,Aviator,Quartz,Platinum,White,Rubber,150,2014,90577,198,4.0,Switzerland,2
W08617,Breitling,Portugieser,Elegance,Manual,Gold,Blue,Leather,100,2004,16001,609,4.0,Switzerland,5
W08618,Audemars Piguet,Carrera,Sport,Manual,Ceramic,Gray,Gold,200,2012,40933,3644,4.2,Japan,10
W08619,Omega,Portugieser,Aviator,Quartz,Stainless Steel,Silver,Gold,300,2023,64442,3006,4.6,USA,2
W08620,Patek Philippe,Portugieser,Heritage,Manual,Ceramic,Silver,Stainless Steel,100,2024,139315,2816,4.9,Switzerland,2
W08621,Hublot,Big Bang,Tourbillon,Quartz,Platinum,Blue,Rubber,300,2019,94239,4836,4.9,Germany,7
W08622,Hublot,Big Bang,Elegance,Quartz,Platinum,Black,Gold,50,2015,99367,2046,4.8,Italy,2
W08623,Cartier,Royal Oak,Heritage,Manual,Gold,Blue,Leather,300,2021,64575,1929,4.5,Switzerland,2
W08624,Panerai,Royal Oak,Classic,Manual,Stainless Steel,Blue,NATO,150,2019,129095,3656,4.3,Japan,2
W08625,IWC Schaffhausen,Speedmaster,Aviator,Quartz,Platinum,Blue,NATO,50,2014,148525,1571,3.2,Switzerland,10
W08626,IWC Schaffhausen,Royal Oak,Aviator,Automatic,Stainless Steel,Silver,Rubber,500,2013,28670,2899,4.3,Japan,2
W08627,Audemars Piguet,Royal Oak,Elegance,Manual,Ceramic,Green,Rubber,300,2008,26325,756,3.3,Japan,5
W08628,Rolex,Santos,Sport,Manual,Gold,Black,Stainless Steel,100,2020,143934,2303,4.5,USA,10
W08629,Rolex,Nautilus,Classic,Automatic,Ceramic,Black,Rubber,50,2017,18720,2414,3.3,Switzerland,7
W08630,Panerai,Speedmaster,Classic,Automatic,Platinum,Black,Gold,500,2016,10274,4850,4.4,Italy,2
W08631,Tag Heuer,Big Bang,Aviator,Manual,Platinum,White,Gold,500,2004,121453,142,3.1,Switzerland,10
W08632,Omega,Speedmaster,GMT,Manual,Stainless Steel,Gray,Gold,50,2014,45165,573,3.6,Japan,10
W08633,Cartier,Big Bang,Aviator,Manual,Platinum,Blue,Gold,300,2023,80798,1389,3.7,Switzerland,2
W08634,Breitling,Navitimer,Sport,Automatic,Stainless Steel,Green,Stainless Steel,300,2010,73767,868,3.6,Italy,7
W08635,Rolex,Nautilus,Sport,Manual,Titanium,Green,Rubber,500,2021,116818,4378,3.6,USA,2
W08636,Cartier,Santos,Sport,Automatic,Platinum,White,Rubber,50,2011,55286,1656,4.1,USA,2
W08637,Hublot,Santos,Classic,Automatic,Ceramic,Silver,Rubber,200,2006,33029,3732,4.6,USA,5
W08638,Tag Heuer,Luminor,Tourbillon,Quartz,Ceramic,White,Stainless Steel,200,2024,39566,4984,4.7,Japan,10
W08639,Breitling,Carrera,Professional,Automatic,Stainless Steel,White,Stainless Steel,150,2019,111761,3082,3.1,Germany,3
W08640,Panerai,Big Bang,Chronograph,Quartz,Titanium,Blue,Gold,50,2020,83465,2193,3.4,Japan,7
W08641,Cartier,Carrera,Diver,Automatic,Platinum,Silver,Stainless Steel,200,2008,62072,3292,3.6,Italy,7
W08642,Audemars Piguet,Navitimer,GMT,Automatic,Gold,Gray,Stainless Steel,100,2002,129829,1069,4.4,USA,10
W08643,Breitling,Santos,Aviator,Quartz,Gold,Gray,Leather,50,2016,94325,2059,3.8,Japan,3
W08644,Panerai,Navitimer,Elegance,Quartz,Ceramic,White,Gold,200,2023,70719,3178,4.0,Japan,3
W08645,IWC Schaffhausen,Portugieser,Diver,Quartz,Platinum,Gray,Gold,300,2008,49952,4370,4.6,USA,3
W08646,Panerai,Nautilus,Diver,Quartz,Gold,Green,Leather,100,2010,53595,1492,4.3,Switzerland,10
W08647,Panerai,Luminor,Tourbillon,Quartz,Stainless Steel,Blue,Rubber,150,2013,46112,4996,4.2,Italy,2
W08648,Breitling,Navitimer,GMT,Quartz,Platinum,Gray,Leather,200,2009,39062,4242,4.2,Germany,7
W08649,Tag Heuer,Luminor,Sport,Quartz,Ceramic,Silver,Leather,300,2003,72172,4085,3.4,Germany,3
W08650,Breitling,Nautilus,Elegance,Automatic,Titanium,Green,Leather,100,2015,79935,2834,3.2,Italy,2
W08651,Patek Philippe,Speedmaster,Sport,Automatic,Stainless Steel,Black,Stainless Steel,100,2015,44505,2402,3.7,Japan,7
W08652,Omega,Navitimer,Professional,Quartz,Stainless Steel,Blue,Leather,150,2011,109063,2101,4.5,USA,7
W08653,Tag Heuer,Royal Oak,GMT,Manual,Platinum,Green,NATO,500,2005,123048,2125,4.7,USA,5
W08654,Audemars Piguet,Submariner,Diver,Quartz,Titanium,White,Leather,500,2006,72714,2161,4.6,Italy,3
W08655,Tag Heuer,Santos,Elegance,Manual,Stainless Steel,White,Rubber,300,2022,80056,633,3.3,Italy,10
W08656,Hublot,Santos,Sport,Automatic,Titanium,Blue,Rubber,200,2007,79421,1213,4.8,USA,2
W08657,Audemars Piguet,Santos,Diver,Automatic,Ceramic,Silver,Rubber,50,2005,134172,1243,3.8,USA,3
W08658,IWC Schaffhausen,Speedmaster,Elegance,Manual,Stainless Steel,White,Leather,100,2006,80885,3395,4.7,Italy,10
W08659,Breitling,Submariner,Heritage,Automatic,Gold,Green,Gold,200,2008,138507,1869,4.3,Japan,2
W08660,Panerai,Nautilus,Classic,Quartz,Ceramic,Black,Rubber,50,2015,26730,4241,4.6,Germany,2
W08661,Breitling,Speedmaster,Diver,Manual,Ceramic,Silver,Leather,500,2021,56638,3983,3.1,Germany,10
W08662,Hublot,Santos,Sport,Manual,Stainless Steel,Blue,Rubber,200,2012,43423,2695,3.9,Switzerland,10
W08663,Cartier,Santos,GMT,Automatic,Gold,White,Stainless Steel,200,2014,82333,1635,4.2,Italy,3
W08664,Hublot,Carrera,Heritage,Manual,Titanium,Silver,Stainless Steel,100,2017,147486,1782,3.7,Switzerland,7
W08665,Patek Philippe,Luminor,Chronograph,Manual,Gold,Black,Leather,100,2003,89487,1972,4.6,Switzerland,2
W08666,Panerai,Luminor,Tourbillon,Manual,Ceramic,Silver,Rubber,200,2004,138690,3048,4.4,Germany,7
W08667,Panerai,Carrera,Aviator,Automatic,Stainless Steel,Silver,Rubber,200,2007,29326,2884,3.8,USA,3
W08668,Rolex,Portugieser,Classic,Manual,Gold,Blue,NATO,500,2003,102560,4163,3.9,USA,7
W08669,Cartier,Carrera,Chronograph,Manual,Gold,Black,Rubber,150,2016,101357,719,4.0,USA,3
W08670,Rolex,Luminor,Elegance,Quartz,Ceramic,Black,Gold,50,2016,85089,2080,4.1,Italy,10
W08671,IWC Schaffhausen,Santos,GMT,Quartz,Titanium,Silver,Stainless Steel,300,2001,47239,4649,3.6,Germany,5
W08672,Omega,Royal Oak,Aviator,Manual,Gold,White,Rubber,300,2023,93729,3606,3.5,Italy,10
W08673,Omega,Luminor,Elegance,Automatic,Gold,Silver,Gold,150,2015,78921,889,3.2,Italy,3
W08674,Breitling,Submariner,Classic,Manual,Platinum,Green,Leather,500,2018,38147,2094,3.3,Japan,5
W08675,Omega,Royal Oak,Sport,Automatic,Ceramic,White,Stainless Steel,200,2021,66674,706,3.9,USA,2
W08676,Panerai,Speedmaster,Elegance,Quartz,Platinum,Blue,Leather,200,2006,27580,233,4.3,Japan,3
W08677,Hublot,Luminor,Diver,Quartz,Ceramic,Black,Rubber,150,2010,101968,3135,4.3,Japan,5
W08678,Cartier,Nautilus,Elegance,Manual,Ceramic,Gray,Leather,300,2000,5678,1776,3.9,Germany,7
W08679,Breitling,Navitimer,GMT,Automatic,Platinum,White,Stainless Steel,100,2020,54771,2688,4.2,USA,5
W08680,Breitling,Navitimer,Professional,Automatic,Titanium,Blue,Leather,100,2017,114450,4501,4.9,Switzerland,2
W08681,Cartier,Submariner,Professional,Automatic,Titanium,Silver,Leather,500,2006,122387,3651,5.0,Japan,10
W08682,Panerai,Big Bang,Heritage,Manual,Ceramic,Blue,Leather,200,2012,80391,2073,4.7,Japan,7
W08683,IWC Schaffhausen,Navitimer,Tourbillon,Automatic,Platinum,Green,Gold,50,2002,74090,1430,4.8,Switzerland,10
W08684,IWC Schaffhausen,Submariner,Classic,Quartz,Gold,Gray,Gold,300,2008,97215,3856,3.3,Switzerland,2
W08685,Breitling,Big Bang,GMT,Automatic,Ceramic,Blue,Rubber,50,2016,80630,4158,3.6,Germany,7
W08686,IWC Schaffhausen,Speedmaster,Elegance,Automatic,Ceramic,Gray,Leather,200,2001,99384,1402,4.9,Japan,2
W08687,Panerai,Big Bang,Tourbillon,Manual,Stainless Steel,Gray,Gold,500,2014,49319,1823,3.3,Japan,2
W08688,Patek Philippe,Nautilus,Aviator,Manual,Titanium,White,Stainless Steel,500,2008,57687,2929,4.7,Germany,3
W08689,Patek Philippe,Luminor,Chronograph,Manual,Platinum,Black,Stainless Steel,300,2006,89351,1559,3.9,Switzerland,7
W08690,Rolex,Navitimer,Classic,Manual,Gold,White,Leather,100,2018,87091,1912,4.9,Japan,3
W08691,Tag Heuer,Santos,Elegance,Manual,Gold,White,Rubber,500,2010,76848,201,4.4,Switzerland,2
W08692,Audemars Piguet,Carrera,Tourbillon,Automatic,Ceramic,Black,Gold,100,2023,77414,1557,3.7,Italy,3
W08693,Omega,Luminor,Professional,Automatic,Gold,Green,Gold,500,2020,100426,2747,3.2,Japan,10
W08694,IWC Schaffhausen,Speedmaster,Professional,Manual,Gold,White,Gold,50,2017,108369,816,3.5,Italy,5
W08695,Patek Philippe,Speedmaster,GMT,Manual,Ceramic,Black,Rubber,300,2016,110418,2469,4.4,Japan,3
W08696,Hublot,Submariner,Chronograph,Automatic,Titanium,Black,NATO,500,2021,118905,3911,3.6,Switzerland,10
W08697,Cartier,Portugieser,Classic,Manual,Stainless Steel,White,Gold,200,2003,109413,1463,4.9,Italy,2
W08698,Tag Heuer,Big Bang,Tourbillon,Quartz,Titanium,Gray,Leather,150,2001,58406,3427,4.1,Germany,3
